SC45G   IFX  1.000E+01 140SCNG   4.00530E+22
 9.4037008E-01 9.5278427E-01 9.6358669E-01 9.7655944E-01 9.8159678E-01 9.8521111E-01
 9.8986215E-01 9.9198826E-01 9.9653111E-01 9.9776850E-01 9.9816963E-01 9.9838768E-01
 9.9873246E-01 9.9888068E-01 9.9906850E-01 9.9914443E-01 9.9924094E-01 9.9932637E-01
 9.9939883E-01 9.9954940E-01 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00
 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00
 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00
 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00
 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00
 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00
 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00
 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00
 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00
 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00
 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00
 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00
 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00
 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00
 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00
 1.0000000E+00 1.0000000E+00
AU197G  IWX  2.000E+01 140AUAL   7.96617E+19
 9.8868520E-01 9.9585896E-01 9.9812117E-01 9.9867443E-01 9.9898628E-01 9.9918390E-01
 9.9926372E-01 9.9937179E-01 9.9945414E-01 9.9951654E-01 9.9967782E-01 1.0000000E+00
 9.9957501E-01 9.9936821E-01 9.9738831E-01 9.0808926E-01 9.9949777E-01 1.0000000E+00
 1.0000000E+00 1.0000000E+00 1.0000000E+00 9.8382911E-01 9.9635890E-01 9.9794678E-01
 9.9728052E-01 9.9743797E-01 9.9709558E-01 9.9694005E-01 9.9825501E-01 9.9840851E-01
 9.9864087E-01 9.9897364E-01 9.9926516E-01 9.9961820E-01 9.9977504E-01 9.9990664E-01
 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00
 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00
 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00
 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00
 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00
 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00
 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00
 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00
 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00
 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00
 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00
 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00
 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00
 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00
 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00
 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00
 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00
 1.0000000E+00 1.0000000E+00
AU197G  IWX  4.000E+01 140AUNG   5.90087E+22
 1.1431935E-01 3.0462572E-01 5.0369518E-01 5.9327940E-01 6.5582752E-01 7.0204697E-01
 7.2252655E-01 7.5194028E-01 7.7593527E-01 7.9513902E-01 8.0798680E-01 8.1331729E-01
 8.0209090E-01 7.5164039E-01 4.4882315E-01 2.6870533E-02 7.7109260E-01 9.5217483E-01
 9.8497594E-01 9.9321167E-01 9.9445352E-01 1.6672778E-01 3.8907354E-01 5.2145708E-01
 4.5764137E-01 4.6349736E-01 4.4845643E-01 4.3905997E-01 5.6030346E-01 5.9606546E-01
 6.1326691E-01 6.7196051E-01 7.2712158E-01 8.0472352E-01 8.3933208E-01 8.6596414E-01
 9.0282200E-01 9.2106525E-01 9.6276323E-01 9.7487572E-01 9.7912506E-01 9.8146541E-01
 9.8522374E-01 9.8686344E-01 9.8896095E-01 9.8981729E-01 9.9091286E-01 9.9189025E-01
 9.9272469E-01 9.9348043E-01 9.9409606E-01 9.9445440E-01 9.9476471E-01 9.9498734E-01
 9.9518721E-01 9.9537859E-01 9.9570621E-01 9.9608920E-01 9.9640606E-01 9.9663902E-01
 9.9688820E-01 9.9712581E-01 9.9735622E-01 9.9755510E-01 9.9780719E-01 9.9791755E-01
 9.9797735E-01 9.9808402E-01 9.9813236E-01 9.9816797E-01 9.9828911E-01 9.9838280E-01
 9.9844916E-01 9.9857937E-01 9.9872405E-01 9.9894437E-01 9.9914181E-01 9.9934227E-01
 9.9943351E-01 9.9984547E-01 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00
 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00
 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00
 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00
 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00
 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00
 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00
 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00
 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00
 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00
 1.0000000E+00 1.0000000E+00
U235F   IFX  4.400E+00 140U5I4   4.83231E+22
 1.5599769E-01 3.8786514E-01 5.9983616E-01 6.8918378E-01 7.5450161E-01 8.0458510E-01
 8.2508949E-01 8.4131334E-01 8.4297722E-01 8.9811007E-01 9.2779716E-01 9.1591120E-01
 9.7385437E-01 9.7785163E-01 9.4819554E-01 9.6468797E-01 7.9185331E-01 9.0537690E-01
 8.5760170E-01 9.2358269E-01 8.7842978E-01 9.1492180E-01 9.4341881E-01 9.5419086E-01
 9.5814704E-01 9.5756402E-01 9.5202193E-01 9.7056677E-01 9.7395229E-01 9.7063362E-01
 9.7610124E-01 9.8103167E-01 9.8287722E-01 9.8523377E-01 9.8683621E-01 9.8957647E-01
 9.9064481E-01 9.9145259E-01 9.9228940E-01 9.9325373E-01 9.9384868E-01 9.9392591E-01
 9.9475243E-01 9.9503627E-01 9.9544355E-01 9.9565872E-01 9.9587341E-01 9.9608757E-01
 9.9622860E-01 9.9645415E-01 9.9661866E-01 9.9675543E-01 9.9687842E-01 9.9698467E-01
 9.9705997E-01 9.9715114E-01 9.9723921E-01 9.9726143E-01 9.9727140E-01 9.9730107E-01
 9.9735242E-01 9.9743447E-01 9.9746406E-01 9.9748061E-01 9.9749308E-01 9.9748666E-01
 9.9748601E-01 9.9748978E-01 9.9742835E-01 9.9732759E-01 9.9732709E-01 9.9728519E-01
 9.9723299E-01 9.9719376E-01 9.9716367E-01 9.9717044E-01 9.9719804E-01 9.9725065E-01
 9.9731730E-01 9.9738894E-01 9.9744676E-01 9.9748075E-01 9.9754560E-01 9.9761772E-01
 9.9760199E-01 9.9716876E-01 9.9661285E-01 9.9626600E-01 9.9620438E-01 9.9623965E-01
 9.9628164E-01 9.9633556E-01 9.9614525E-01 9.9580303E-01 9.9562827E-01 9.9555415E-01
 9.9559568E-01 9.9567556E-01 9.9573511E-01 9.9576972E-01 9.9569802E-01 9.9562121E-01
 9.9557173E-01 9.9561602E-01 9.9560802E-01 9.9558397E-01 9.9560496E-01 9.9558920E-01
 9.9560514E-01 9.9556776E-01 9.9554985E-01 9.9556885E-01 9.9558917E-01 9.9561115E-01
 9.9566606E-01 9.9573681E-01 9.9579336E-01 9.9584165E-01 9.9584585E-01 9.9582934E-01
 9.9583721E-01 9.9585668E-01 9.9586778E-01 9.9587494E-01 9.9588621E-01 9.9589980E-01
 9.9592402E-01 9.9595324E-01 9.9597572E-01 9.9599446E-01 9.9599804E-01 9.9599505E-01
 9.9601732E-01 9.9605086E-01 9.9604880E-01 9.9603019E-01 9.9603552E-01 9.9605276E-01
 9.9607965E-01 9.9610815E-01
U235F   IFX  1.000E+01 140U235   4.83231E+22
 7.0655750E-02 2.1371962E-01 4.0642167E-01 5.1213369E-01 5.9807877E-01 6.6948261E-01
 7.0016576E-01 7.2492520E-01 7.2766558E-01 8.1620564E-01 8.6647737E-01 8.4635463E-01
 9.4928445E-01 9.5683673E-01 9.0306979E-01 9.3296509E-01 6.6306180E-01 8.3389740E-01
 7.6263365E-01 8.6075209E-01 7.8989106E-01 8.4687183E-01 8.9507095E-01 9.1390168E-01
 9.2098196E-01 9.2009906E-01 9.0988686E-01 9.4350990E-01 9.4967476E-01 9.4354931E-01
 9.5367822E-01 9.6294759E-01 9.6643390E-01 9.7089560E-01 9.7395639E-01 9.7922837E-01
 9.8129321E-01 9.8287334E-01 9.8451493E-01 9.8641373E-01 9.8758842E-01 9.8774113E-01
 9.8937937E-01 9.8994336E-01 9.9075417E-01 9.9118316E-01 9.9161173E-01 9.9203976E-01
 9.9232192E-01 9.9277373E-01 9.9310356E-01 9.9337812E-01 9.9362518E-01 9.9383879E-01
 9.9399028E-01 9.9417379E-01 9.9435118E-01 9.9439596E-01 9.9441604E-01 9.9447584E-01
 9.9457938E-01 9.9474488E-01 9.9480459E-01 9.9483801E-01 9.9486317E-01 9.9485022E-01
 9.9484890E-01 9.9485650E-01 9.9473254E-01 9.9452931E-01 9.9452830E-01 9.9444384E-01
 9.9433865E-01 9.9425963E-01 9.9419903E-01 9.9421266E-01 9.9426826E-01 9.9437424E-01
 9.9450856E-01 9.9465304E-01 9.9476969E-01 9.9483828E-01 9.9496921E-01 9.9511491E-01
 9.9508314E-01 9.9420957E-01 9.9309202E-01 9.9239681E-01 9.9227343E-01 9.9234403E-01
 9.9242810E-01 9.9253607E-01 9.9215515E-01 9.9147120E-01 9.9112239E-01 9.9097456E-01
 9.9105738E-01 9.9121673E-01 9.9133556E-01 9.9140465E-01 9.9126155E-01 9.9110830E-01
 9.9100962E-01 9.9109794E-01 9.9108200E-01 9.9103403E-01 9.9107588E-01 9.9104445E-01
 9.9107625E-01 9.9100170E-01 9.9096599E-01 9.9100387E-01 9.9104440E-01 9.9108822E-01
 9.9119778E-01 9.9133896E-01 9.9145184E-01 9.9154828E-01 9.9155666E-01 9.9152369E-01
 9.9153941E-01 9.9157830E-01 9.9160046E-01 9.9161477E-01 9.9163728E-01 9.9166442E-01
 9.9171281E-01 9.9177120E-01 9.9181612E-01 9.9185357E-01 9.9186075E-01 9.9185475E-01
 9.9189929E-01 9.9196633E-01 9.9196221E-01 9.9192502E-01 9.9193567E-01 9.9197012E-01
 9.9202392E-01 9.9208090E-01
U238G   IFX  4.500E+00 140U238   4.83231E+22
 9.6134397E-01 9.8524535E-01 9.9315305E-01 9.9514549E-01 9.9628743E-01 9.9702480E-01
 9.9732778E-01 9.9774747E-01 9.9808080E-01 9.9835305E-01 9.9856302E-01 9.9873371E-01
 9.9883064E-01 9.9881442E-01 9.9843617E-01 9.8449020E-01 2.9460469E-01 9.9727725E-01
 2.6934306E-01 6.2550679E-01 3.5365245E-01 5.5081413E-01 8.9411827E-01 6.5402406E-01
 9.3719705E-01 7.8999789E-01 8.5925988E-01 8.9327460E-01 9.4540602E-01 9.4072825E-01
 9.4488581E-01 9.6233690E-01 9.7206684E-01 9.8157723E-01 9.8208259E-01 9.8859174E-01
 9.9292114E-01 9.9428913E-01 9.9598850E-01 9.9613354E-01 9.9732948E-01 9.9737284E-01
 9.9843214E-01 9.9868971E-01 9.9878745E-01 9.9887569E-01 9.9897084E-01 9.9909988E-01
 9.9928535E-01 9.9941977E-01 9.9991318E-01 1.0000000E+00 1.0000000E+00 1.0000000E+00
 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00
 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00
 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00
 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00
 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00
 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00
 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00
 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00
 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00
 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00
 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00
 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00
 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00
 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00 1.0000000E+00
 1.0000000E+00 1.0000000E+00
